Unnamed: 0,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx,correct_name,incorrect_name
939,"After Nicholas and Kristen went to the hospital, Kristen gave a kiss to","After Nicholas and Kristen went to the hospital, Daniel gave a kiss to","After Nicholas and Kristen went to the hospital, Nicholas gave a kiss to",40796,77214,Nicholas,Kristen
547,"Then, Katie and Travis were working at the house. Katie decided to give a bone to","Then, Katie and Travis were working at the house. Kyle decided to give a bone to","Then, Katie and Travis were working at the house. Travis decided to give a bone to",41810,45563,Travis,Katie
165,"Then, Christopher and Elizabeth had a long argument, and afterwards Elizabeth said to","Then, Christopher and Elizabeth had a long argument, and afterwards Andrea said to","Then, Christopher and Elizabeth had a long argument, and afterwards Christopher said to",26035,21393,Christopher,Elizabeth
820,"When Kevin and Joshua got a necklace at the station, Kevin decided to give it to","When Kevin and Joshua got a necklace at the station, Michelle decided to give it to","When Kevin and Joshua got a necklace at the station, Joshua decided to give it to",40592,16768,Joshua,Kevin
996,"Then, Kyle and Kelly had a lot of fun at the hospital. Kyle gave a bone to","Then, Kyle and Kelly had a lot of fun at the hospital. Amber gave a bone to","Then, Kyle and Kelly had a lot of fun at the hospital. Kelly gave a bone to",19178,31359,Kelly,Kyle
407,"Then, Vanessa and Jessica had a lot of fun at the school. Jessica gave a basketball to","Then, Vanessa and Jessica had a lot of fun at the school. David gave a basketball to","Then, Vanessa and Jessica had a lot of fun at the school. Vanessa gave a basketball to",71619,33467,Vanessa,Jessica
629,"After William and Kevin went to the house, Kevin gave a kiss to","After William and Kevin went to the house, Michelle gave a kiss to","After William and Kevin went to the house, William gave a kiss to",12656,16768,William,Kevin
174,"When Aaron and Jeremy got a ring at the hospital, Aaron decided to give it to","When Aaron and Jeremy got a ring at the hospital, Rachel decided to give it to","When Aaron and Jeremy got a ring at the hospital, Jeremy decided to give it to",28217,26757,Jeremy,Aaron
361,"Then, David and Jonathan had a lot of fun at the office. Jonathan gave a bone to","Then, David and Jonathan had a lot of fun at the office. Melissa gave a bone to","Then, David and Jonathan had a lot of fun at the office. David gave a bone to",6941,24150,David,Jonathan
471,"After Jennifer and Kenneth went to the station, Jennifer gave a drink to","After Jennifer and Kenneth went to the station, Samuel gave a drink to","After Jennifer and Kenneth went to the station, Kenneth gave a drink to",49498,30750,Kenneth,Jennifer
694,"Then, Cody and Paul went to the school. Paul gave a computer to","Then, Cody and Paul went to the school. Michael gave a computer to","Then, Cody and Paul went to the school. Cody gave a computer to",58382,7043,Cody,Paul
790,"Then, Jeremy and Jessica went to the garden. Jessica gave a bone to","Then, Jeremy and Jessica went to the garden. Charles gave a bone to","Then, Jeremy and Jessica went to the garden. Jeremy gave a bone to",28217,33467,Jeremy,Jessica
560,"After Megan and Brian went to the garden, Brian gave a ring to","After Megan and Brian went to the garden, Jessica gave a ring to","After Megan and Brian went to the garden, Megan gave a ring to",55629,17520,Megan,Brian
959,"When Jeremy and Lindsay got a ring at the house, Jeremy decided to give it to","When Jeremy and Lindsay got a ring at the house, Aaron decided to give it to","When Jeremy and Lindsay got a ring at the house, Lindsay decided to give it to",63884,28217,Lindsay,Jeremy
605,"Then, Nicole and Jonathan had a lot of fun at the office. Nicole gave a bone to","Then, Nicole and Jonathan had a lot of fun at the office. Patrick gave a bone to","Then, Nicole and Jonathan had a lot of fun at the office. Jonathan gave a bone to",24150,45130,Jonathan,Nicole
97,"Then, Cody and Robert had a long argument, and afterwards Cody said to","Then, Cody and Robert had a long argument, and afterwards Jonathan said to","Then, Cody and Robert had a long argument, and afterwards Robert said to",8563,58382,Robert,Cody
803,"Then, Heather and Robert had a long argument, and afterwards Robert said to","Then, Heather and Robert had a long argument, and afterwards Anthony said to","Then, Heather and Robert had a long argument, and afterwards Heather said to",47363,8563,Heather,Robert
535,"Then, David and Stephen had a lot of fun at the school. Stephen gave a computer to","Then, David and Stephen had a lot of fun at the school. Kelly gave a computer to","Then, David and Stephen had a lot of fun at the school. David gave a computer to",6941,18587,David,Stephen
901,"Then, Joseph and Crystal were thinking about going to the station. Joseph wanted to give a kiss to","Then, Joseph and Crystal were thinking about going to the station. Cody wanted to give a kiss to","Then, Joseph and Crystal were thinking about going to the station. Crystal wanted to give a kiss to",29016,15466,Crystal,Joseph
767,"Then, Elizabeth and Vanessa went to the office. Elizabeth gave a drink to","Then, Elizabeth and Vanessa went to the office. Courtney gave a drink to","Then, Elizabeth and Vanessa went to the office. Vanessa gave a drink to",71619,21393,Vanessa,Elizabeth
450,"Then, Aaron and Kyle were working at the office. Kyle decided to give a necklace to","Then, Aaron and Kyle were working at the office. Richard decided to give a necklace to","Then, Aaron and Kyle were working at the office. Aaron decided to give a necklace to",26757,31359,Aaron,Kyle
221,"When Lauren and Stephanie got a ring at the house, Lauren decided to give it to","When Lauren and Stephanie got a ring at the house, Thomas decided to give it to","When Lauren and Stephanie got a ring at the house, Stephanie decided to give it to",49243,43460,Stephanie,Lauren
215,"Then, Tyler and Kevin had a long argument, and afterwards Tyler said to","Then, Tyler and Kevin had a long argument, and afterwards Brian said to","Then, Tyler and Kevin had a long argument, and afterwards Kevin said to",16768,32320,Kevin,Tyler
631,"When Elizabeth and Vanessa got a snack at the school, Vanessa decided to give it to","When Elizabeth and Vanessa got a snack at the school, Scott decided to give it to","When Elizabeth and Vanessa got a snack at the school, Elizabeth decided to give it to",21393,71619,Elizabeth,Vanessa
577,"Then, Joshua and Danielle went to the hospital. Joshua gave a ring to","Then, Joshua and Danielle went to the hospital. Andrew gave a ring to","Then, Joshua and Danielle went to the hospital. Danielle gave a ring to",72716,40592,Danielle,Joshua
675,"After Patrick and Aaron went to the hospital, Aaron gave a snack to","After Patrick and Aaron went to the hospital, Samantha gave a snack to","After Patrick and Aaron went to the hospital, Patrick gave a snack to",20199,26757,Patrick,Aaron
717,"Then, Jennifer and Stephen went to the hospital. Stephen gave a ring to","Then, Jennifer and Stephen went to the hospital. Lindsey gave a ring to","Then, Jennifer and Stephen went to the hospital. Jennifer gave a ring to",30750,18587,Jennifer,Stephen
204,"After Katherine and Sara went to the store, Sara gave a necklace to","After Katherine and Sara went to the store, Katie gave a necklace to","After Katherine and Sara went to the store, Katherine gave a necklace to",62426,44020,Katherine,Sara
5,"After Danielle and Benjamin went to the store, Benjamin gave a computer to","After Danielle and Benjamin went to the store, Jennifer gave a computer to","After Danielle and Benjamin went to the store, Danielle gave a computer to",72716,30411,Danielle,Benjamin
340,"Then, Nathan and Charles were thinking about going to the house. Charles wanted to give a computer to","Then, Nathan and Charles were thinking about going to the house. Christina wanted to give a computer to","Then, Nathan and Charles were thinking about going to the house. Nathan wanted to give a computer to",37837,15274,Nathan,Charles
366,"Then, Kevin and Richard went to the station. Kevin gave a drink to","Then, Kevin and Richard went to the station. Christopher gave a drink to","Then, Kevin and Richard went to the station. Richard gave a drink to",12131,16768,Richard,Kevin
404,"Then, Brittany and Adam had a lot of fun at the restaurant. Brittany gave a kiss to","Then, Brittany and Adam had a lot of fun at the restaurant. Danielle gave a kiss to","Then, Brittany and Adam had a lot of fun at the restaurant. Adam gave a kiss to",15387,89254,Adam,Brittany
448,"Then, Steven and Christopher went to the restaurant. Christopher gave a drink to","Then, Steven and Christopher went to the restaurant. Jonathan gave a drink to","Then, Steven and Christopher went to the restaurant. Steven gave a drink to",24565,26035,Steven,Christopher
72,"Then, Jacob and Nicholas had a long argument, and afterwards Jacob said to","Then, Jacob and Nicholas had a long argument, and afterwards Kyle said to","Then, Jacob and Nicholas had a long argument, and afterwards Nicholas said to",40796,25537,Nicholas,Jacob
53,"Then, Jacob and Katie were working at the store. Jacob decided to give a kiss to","Then, Jacob and Katie were working at the store. Lauren decided to give a kiss to","Then, Jacob and Katie were working at the store. Katie decided to give a kiss to",45563,25537,Katie,Jacob
113,"Then, Kyle and Ryan had a long argument, and afterwards Kyle said to","Then, Kyle and Ryan had a long argument, and afterwards Lisa said to","Then, Kyle and Ryan had a long argument, and afterwards Ryan said to",13960,31359,Ryan,Kyle
422,"Then, Kyle and Christine had a long argument, and afterwards Kyle said to","Then, Kyle and Christine had a long argument, and afterwards Katherine said to","Then, Kyle and Christine had a long argument, and afterwards Christine said to",46993,31359,Christine,Kyle
273,"Then, Ryan and Cody had a lot of fun at the store. Ryan gave a computer to","Then, Ryan and Cody had a lot of fun at the store. Nathan gave a computer to","Then, Ryan and Cody had a lot of fun at the store. Cody gave a computer to",58382,13960,Cody,Ryan
311,"Then, Brandon and Thomas had a long argument, and afterwards Thomas said to","Then, Brandon and Thomas had a long argument, and afterwards Andrea said to","Then, Brandon and Thomas had a long argument, and afterwards Brandon said to",32866,11355,Brandon,Thomas
348,"Then, Samuel and Shannon had a lot of fun at the office. Samuel gave a drink to","Then, Samuel and Shannon had a lot of fun at the office. Vanessa gave a drink to","Then, Samuel and Shannon had a lot of fun at the office. Shannon gave a drink to",54763,33007,Shannon,Samuel
864,"When John and Ashley got a basketball at the school, Ashley decided to give it to","When John and Ashley got a basketball at the school, Katherine decided to give it to","When John and Ashley got a basketball at the school, John decided to give it to",3842,38218,John,Ashley
379,"When Heather and Katherine got a kiss at the office, Katherine decided to give it to","When Heather and Katherine got a kiss at the office, James decided to give it to","When Heather and Katherine got a kiss at the office, Heather decided to give it to",47363,62426,Heather,Katherine
332,"After Benjamin and Amanda went to the office, Benjamin gave a ring to","After Benjamin and Amanda went to the office, Erin gave a ring to","After Benjamin and Amanda went to the office, Amanda gave a ring to",42859,30411,Amanda,Benjamin
431,"Then, Kimberly and Crystal were thinking about going to the station. Crystal wanted to give a bone to","Then, Kimberly and Crystal were thinking about going to the station. Melissa wanted to give a bone to","Then, Kimberly and Crystal were thinking about going to the station. Kimberly wanted to give a bone to",86753,29016,Kimberly,Crystal
779,"Then, Charles and Rebecca had a long argument, and afterwards Rebecca said to","Then, Charles and Rebecca had a long argument, and afterwards Vanessa said to","Then, Charles and Rebecca had a long argument, and afterwards Charles said to",15274,45557,Charles,Rebecca
591,"Then, Jose and Nicholas had a long argument, and afterwards Nicholas said to","Then, Jose and Nicholas had a long argument, and afterwards Aaron said to","Then, Jose and Nicholas had a long argument, and afterwards Jose said to",11097,40796,Jose,Nicholas
514,"When Elizabeth and Crystal got a bone at the office, Elizabeth decided to give it to","When Elizabeth and Crystal got a bone at the office, Aaron decided to give it to","When Elizabeth and Crystal got a bone at the office, Crystal decided to give it to",29016,21393,Crystal,Elizabeth
791,"When Vanessa and Kristen got a computer at the school, Kristen decided to give it to","When Vanessa and Kristen got a computer at the school, Patrick decided to give it to","When Vanessa and Kristen got a computer at the school, Vanessa decided to give it to",71619,77214,Vanessa,Kristen
670,"When Andrew and William got a bone at the store, William decided to give it to","When Andrew and William got a bone at the store, Sarah decided to give it to","When Andrew and William got a bone at the store, Andrew decided to give it to",13929,12656,Andrew,William
376,"Then, Anthony and Brian went to the school. Brian gave a basketball to","Then, Anthony and Brian went to the school. Megan gave a basketball to","Then, Anthony and Brian went to the school. Anthony gave a basketball to",21353,17520,Anthony,Brian
146,"When Jason and Robert got a kiss at the school, Robert decided to give it to","When Jason and Robert got a kiss at the school, Jessica decided to give it to","When Jason and Robert got a kiss at the school, Jason decided to give it to",18984,8563,Jason,Robert
804,"Then, Amy and Anthony went to the store. Amy gave a bone to","Then, Amy and Anthony went to the store. Alexander gave a bone to","Then, Amy and Anthony went to the store. Anthony gave a bone to",21353,29793,Anthony,Amy
60,"When Cody and Alexander got a necklace at the store, Alexander decided to give it to","When Cody and Alexander got a necklace at the store, Melissa decided to give it to","When Cody and Alexander got a necklace at the store, Cody decided to give it to",58382,20643,Cody,Alexander
490,"Then, Stephanie and Nicole had a long argument, and afterwards Stephanie said to","Then, Stephanie and Nicole had a long argument, and afterwards Megan said to","Then, Stephanie and Nicole had a long argument, and afterwards Nicole said to",45130,49243,Nicole,Stephanie
813,"Then, Amanda and William had a long argument, and afterwards Amanda said to","Then, Amanda and William had a long argument, and afterwards Lauren said to","Then, Amanda and William had a long argument, and afterwards William said to",12656,42859,William,Amanda
649,"Then, Melissa and Jamie had a long argument, and afterwards Melissa said to","Then, Melissa and Jamie had a long argument, and afterwards William said to","Then, Melissa and Jamie had a long argument, and afterwards Jamie said to",36857,48148,Jamie,Melissa
436,"Then, Kimberly and Alexander had a lot of fun at the garden. Alexander gave a snack to","Then, Kimberly and Alexander had a lot of fun at the garden. Jeremy gave a snack to","Then, Kimberly and Alexander had a lot of fun at the garden. Kimberly gave a snack to",86753,20643,Kimberly,Alexander
926,"Then, Nicholas and Melissa were working at the house. Nicholas decided to give a basketball to","Then, Nicholas and Melissa were working at the house. Andrea decided to give a basketball to","Then, Nicholas and Melissa were working at the house. Melissa decided to give a basketball to",48148,40796,Melissa,Nicholas
101,"When Robert and Ashley got a drink at the garden, Robert decided to give it to","When Robert and Ashley got a drink at the garden, Samantha decided to give it to","When Robert and Ashley got a drink at the garden, Ashley decided to give it to",38218,8563,Ashley,Robert
298,"When Allison and Laura got a bone at the garden, Allison decided to give it to","When Allison and Laura got a bone at the garden, Mark decided to give it to","When Allison and Laura got a bone at the garden, Laura decided to give it to",30928,63508,Laura,Allison
934,"Then, Alicia and Steven were working at the restaurant. Steven decided to give a bone to","Then, Alicia and Steven were working at the restaurant. Amy decided to give a bone to","Then, Alicia and Steven were working at the restaurant. Alicia decided to give a bone to",80002,24565,Alicia,Steven
162,"Then, Katie and Joseph had a lot of fun at the office. Joseph gave a computer to","Then, Katie and Joseph had a lot of fun at the office. Erica gave a computer to","Then, Katie and Joseph had a lot of fun at the office. Katie gave a computer to",45563,15466,Katie,Joseph
638,"Then, Joseph and James were thinking about going to the restaurant. Joseph wanted to give a basketball to","Then, Joseph and James were thinking about going to the restaurant. Jessica wanted to give a basketball to","Then, Joseph and James were thinking about going to the restaurant. James wanted to give a basketball to",7957,15466,James,Joseph
576,"Then, Bryan and Megan were thinking about going to the garden. Bryan wanted to give a necklace to","Then, Bryan and Megan were thinking about going to the garden. Jamie wanted to give a necklace to","Then, Bryan and Megan were thinking about going to the garden. Megan wanted to give a necklace to",55629,37453,Megan,Bryan
85,"Then, Alicia and Katie went to the school. Alicia gave a drink to","Then, Alicia and Katie went to the school. Timothy gave a drink to","Then, Alicia and Katie went to the school. Katie gave a drink to",45563,80002,Katie,Alicia
507,"Then, Robert and Kyle had a lot of fun at the house. Robert gave a computer to","Then, Robert and Kyle had a lot of fun at the house. Kenneth gave a computer to","Then, Robert and Kyle had a lot of fun at the house. Kyle gave a computer to",31359,8563,Kyle,Robert
696,"Then, Jennifer and Katherine were working at the house. Jennifer decided to give a computer to","Then, Jennifer and Katherine were working at the house. Paul decided to give a computer to","Then, Jennifer and Katherine were working at the house. Katherine decided to give a computer to",62426,30750,Katherine,Jennifer
941,"Then, Katherine and Melissa were working at the hospital. Katherine decided to give a drink to","Then, Katherine and Melissa were working at the hospital. Sean decided to give a drink to","Then, Katherine and Melissa were working at the hospital. Melissa decided to give a drink to",48148,62426,Melissa,Katherine
271,"Then, Stephen and Tiffany were thinking about going to the station. Stephen wanted to give a kiss to","Then, Stephen and Tiffany were thinking about going to the station. Courtney wanted to give a kiss to","Then, Stephen and Tiffany were thinking about going to the station. Tiffany wanted to give a kiss to",68573,18587,Tiffany,Stephen
373,"When Sean and Sara got a ring at the house, Sean decided to give it to","When Sean and Sara got a ring at the house, Lindsay decided to give it to","When Sean and Sara got a ring at the house, Sara decided to give it to",44020,26044,Sara,Sean
465,"Then, Sara and Eric had a lot of fun at the school. Eric gave a snack to","Then, Sara and Eric had a lot of fun at the school. Elizabeth gave a snack to","Then, Sara and Eric had a lot of fun at the school. Sara gave a snack to",44020,16645,Sara,Eric
24,"After Jose and Timothy went to the house, Timothy gave a necklace to","After Jose and Timothy went to the house, Eric gave a necklace to","After Jose and Timothy went to the house, Jose gave a necklace to",11097,45568,Jose,Timothy
682,"Then, Angela and Patrick had a lot of fun at the office. Angela gave a drink to","Then, Angela and Patrick had a lot of fun at the office. Kristen gave a drink to","Then, Angela and Patrick had a lot of fun at the office. Patrick gave a drink to",20199,38243,Patrick,Angela
393,"Then, Erica and Lindsey had a long argument, and afterwards Erica said to","Then, Erica and Lindsey had a long argument, and afterwards Melissa said to","Then, Erica and Lindsey had a long argument, and afterwards Lindsey said to",65379,92935,Lindsey,Erica
73,"When Erica and Dustin got a bone at the restaurant, Erica decided to give it to","When Erica and Dustin got a bone at the restaurant, Andrew decided to give it to","When Erica and Dustin got a bone at the restaurant, Dustin decided to give it to",79418,92935,Dustin,Erica
110,"Then, Eric and Paul went to the hospital. Eric gave a snack to","Then, Eric and Paul went to the hospital. Patrick gave a snack to","Then, Eric and Paul went to the hospital. Paul gave a snack to",7043,16645,Paul,Eric
568,"Then, Megan and Steven had a long argument, and afterwards Megan said to","Then, Megan and Steven had a long argument, and afterwards Kristen said to","Then, Megan and Steven had a long argument, and afterwards Steven said to",24565,55629,Steven,Megan
408,"Then, Kenneth and Jesse were thinking about going to the garden. Kenneth wanted to give a snack to","Then, Kenneth and Jesse were thinking about going to the garden. Michael wanted to give a snack to","Then, Kenneth and Jesse were thinking about going to the garden. Jesse wanted to give a snack to",40271,49498,Jesse,Kenneth
272,"Then, Travis and Sean were thinking about going to the house. Sean wanted to give a snack to","Then, Travis and Sean were thinking about going to the house. Crystal wanted to give a snack to","Then, Travis and Sean were thinking about going to the house. Travis wanted to give a snack to",41810,26044,Travis,Sean
662,"Then, David and Jesse were thinking about going to the school. David wanted to give a necklace to","Then, David and Jesse were thinking about going to the school. Nicole wanted to give a necklace to","Then, David and Jesse were thinking about going to the school. Jesse wanted to give a necklace to",40271,6941,Jesse,David
704,"Then, Amy and Benjamin were working at the restaurant. Benjamin decided to give a drink to","Then, Amy and Benjamin were working at the restaurant. Kyle decided to give a drink to","Then, Amy and Benjamin were working at the restaurant. Amy decided to give a drink to",29793,30411,Amy,Benjamin
186,"Then, Christine and Sara went to the station. Sara gave a necklace to","Then, Christine and Sara went to the station. Erica gave a necklace to","Then, Christine and Sara went to the station. Christine gave a necklace to",46993,44020,Christine,Sara
699,"After Michelle and Stephanie went to the school, Stephanie gave a drink to","After Michelle and Stephanie went to the school, Alicia gave a drink to","After Michelle and Stephanie went to the school, Michelle gave a drink to",33126,49243,Michelle,Stephanie
735,"When Andrew and Steven got a computer at the store, Steven decided to give it to","When Andrew and Steven got a computer at the store, Katherine decided to give it to","When Andrew and Steven got a computer at the store, Andrew decided to give it to",13929,24565,Andrew,Steven
133,"Then, Travis and Stephen had a lot of fun at the hospital. Travis gave a ring to","Then, Travis and Stephen had a lot of fun at the hospital. Jeffrey gave a ring to","Then, Travis and Stephen had a lot of fun at the hospital. Stephen gave a ring to",18587,41810,Stephen,Travis
106,"Then, Nicole and Amy were thinking about going to the restaurant. Nicole wanted to give a ring to","Then, Nicole and Amy were thinking about going to the restaurant. Thomas wanted to give a ring to","Then, Nicole and Amy were thinking about going to the restaurant. Amy wanted to give a ring to",29793,45130,Amy,Nicole
689,"Then, Daniel and Alicia were working at the house. Alicia decided to give a ring to","Then, Daniel and Alicia were working at the house. Megan decided to give a ring to","Then, Daniel and Alicia were working at the house. Daniel decided to give a ring to",15469,80002,Daniel,Alicia
586,"When Jacob and Matthew got a kiss at the school, Jacob decided to give it to","When Jacob and Matthew got a kiss at the school, Paul decided to give it to","When Jacob and Matthew got a kiss at the school, Matthew decided to give it to",19475,25537,Matthew,Jacob
37,"Then, Scott and Rachel were thinking about going to the house. Rachel wanted to give a drink to","Then, Scott and Rachel were thinking about going to the house. William wanted to give a drink to","Then, Scott and Rachel were thinking about going to the house. Scott wanted to give a drink to",10016,32532,Scott,Rachel
381,"Then, Benjamin and Paul were thinking about going to the house. Paul wanted to give a drink to","Then, Benjamin and Paul were thinking about going to the house. Heather wanted to give a drink to","Then, Benjamin and Paul were thinking about going to the house. Benjamin wanted to give a drink to",30411,7043,Benjamin,Paul
250,"Then, Matthew and Lindsey were working at the hospital. Matthew decided to give a basketball to","Then, Matthew and Lindsey were working at the hospital. Sean decided to give a basketball to","Then, Matthew and Lindsey were working at the hospital. Lindsey decided to give a basketball to",65379,19475,Lindsey,Matthew
434,"Then, Angela and Adam were working at the office. Angela decided to give a bone to","Then, Angela and Adam were working at the office. Samuel decided to give a bone to","Then, Angela and Adam were working at the office. Adam decided to give a bone to",15387,38243,Adam,Angela
620,"Then, Lisa and Erica were thinking about going to the garden. Erica wanted to give a ring to","Then, Lisa and Erica were thinking about going to the garden. Travis wanted to give a ring to","Then, Lisa and Erica were thinking about going to the garden. Lisa wanted to give a ring to",29656,92935,Lisa,Erica
496,"When Danielle and Bradley got a computer at the hospital, Danielle decided to give it to","When Danielle and Bradley got a computer at the hospital, Courtney decided to give it to","When Danielle and Bradley got a computer at the hospital, Bradley decided to give it to",37548,72716,Bradley,Danielle
617,"Then, Patrick and Courtney had a long argument, and afterwards Patrick said to","Then, Patrick and Courtney had a long argument, and afterwards Justin said to","Then, Patrick and Courtney had a long argument, and afterwards Courtney said to",71782,20199,Courtney,Patrick
335,"Then, Kimberly and Rachel were working at the school. Kimberly decided to give a bone to","Then, Kimberly and Rachel were working at the school. Mark decided to give a bone to","Then, Kimberly and Rachel were working at the school. Rachel decided to give a bone to",32532,86753,Rachel,Kimberly
287,"Then, Kenneth and Nicholas went to the station. Kenneth gave a computer to","Then, Kenneth and Nicholas went to the station. Megan gave a computer to","Then, Kenneth and Nicholas went to the station. Nicholas gave a computer to",40796,49498,Nicholas,Kenneth
421,"Then, Amber and Amy were thinking about going to the hospital. Amy wanted to give a computer to","Then, Amber and Amy were thinking about going to the hospital. Bryan wanted to give a computer to","Then, Amber and Amy were thinking about going to the hospital. Amber wanted to give a computer to",47764,29793,Amber,Amy
967,"Then, Nathan and Erin had a long argument, and afterwards Erin said to","Then, Nathan and Erin had a long argument, and afterwards Rebecca said to","Then, Nathan and Erin had a long argument, and afterwards Nathan said to",37837,56914,Nathan,Erin
992,"Then, Travis and Kristen were working at the garden. Travis decided to give a necklace to","Then, Travis and Kristen were working at the garden. Nicole decided to give a necklace to","Then, Travis and Kristen were working at the garden. Kristen decided to give a necklace to",77214,41810,Kristen,Travis
889,"Then, Jeffrey and Andrea had a lot of fun at the office. Andrea gave a snack to","Then, Jeffrey and Andrea had a lot of fun at the office. Kyle gave a snack to","Then, Jeffrey and Andrea had a lot of fun at the office. Jeffrey gave a snack to",42107,41184,Jeffrey,Andrea
765,"Then, Charles and Vanessa had a lot of fun at the hospital. Vanessa gave a ring to","Then, Charles and Vanessa had a lot of fun at the hospital. Allison gave a ring to","Then, Charles and Vanessa had a lot of fun at the hospital. Charles gave a ring to",15274,71619,Charles,Vanessa
581,"Then, Adam and Lindsey were thinking about going to the school. Lindsey wanted to give a necklace to","Then, Adam and Lindsey were thinking about going to the school. Melissa wanted to give a necklace to","Then, Adam and Lindsey were thinking about going to the school. Adam wanted to give a necklace to",15387,65379,Adam,Lindsey
531,"Then, Amy and Thomas had a lot of fun at the store. Amy gave a ring to","Then, Amy and Thomas had a lot of fun at the store. Christopher gave a ring to","Then, Amy and Thomas had a lot of fun at the store. Thomas gave a ring to",11355,29793,Thomas,Amy
950,"Then, Crystal and Nicole were thinking about going to the store. Nicole wanted to give a necklace to","Then, Crystal and Nicole were thinking about going to the store. Anthony wanted to give a necklace to","Then, Crystal and Nicole were thinking about going to the store. Crystal wanted to give a necklace to",29016,45130,Crystal,Nicole
897,"Then, Charles and Jeffrey were working at the store. Jeffrey decided to give a kiss to","Then, Charles and Jeffrey were working at the store. Kimberly decided to give a kiss to","Then, Charles and Jeffrey were working at the store. Charles decided to give a kiss to",15274,42107,Charles,Jeffrey
149,"Then, Brittany and Alicia were working at the house. Brittany decided to give a basketball to","Then, Brittany and Alicia were working at the house. Christina decided to give a basketball to","Then, Brittany and Alicia were working at the house. Alicia decided to give a basketball to",80002,89254,Alicia,Brittany
721,"When Thomas and Joseph got a drink at the restaurant, Joseph decided to give it to","When Thomas and Joseph got a drink at the restaurant, Anthony decided to give it to","When Thomas and Joseph got a drink at the restaurant, Thomas decided to give it to",11355,15466,Thomas,Joseph
400,"After Aaron and Robert went to the store, Aaron gave a bone to","After Aaron and Robert went to the store, Gregory gave a bone to","After Aaron and Robert went to the store, Robert gave a bone to",8563,26757,Robert,Aaron
739,"Then, Joseph and Courtney were thinking about going to the hospital. Joseph wanted to give a basketball to","Then, Joseph and Courtney were thinking about going to the hospital. Benjamin wanted to give a basketball to","Then, Joseph and Courtney were thinking about going to the hospital. Courtney wanted to give a basketball to",71782,15466,Courtney,Joseph
593,"Then, Crystal and Bradley had a long argument, and afterwards Bradley said to","Then, Crystal and Bradley had a long argument, and afterwards Daniel said to","Then, Crystal and Bradley had a long argument, and afterwards Crystal said to",29016,37548,Crystal,Bradley
29,"Then, Nicole and Dustin were working at the restaurant. Dustin decided to give a computer to","Then, Nicole and Dustin were working at the restaurant. Travis decided to give a computer to","Then, Nicole and Dustin were working at the restaurant. Nicole decided to give a computer to",45130,79418,Nicole,Dustin
262,"Then, Amy and Kelly had a lot of fun at the store. Kelly gave a basketball to","Then, Amy and Kelly had a lot of fun at the store. Megan gave a basketball to","Then, Amy and Kelly had a lot of fun at the store. Amy gave a basketball to",29793,19178,Amy,Kelly
313,"When Mark and Kelly got a bone at the office, Mark decided to give it to","When Mark and Kelly got a bone at the office, Andrea decided to give it to","When Mark and Kelly got a bone at the office, Kelly decided to give it to",19178,4488,Kelly,Mark
317,"When Lauren and Joshua got a snack at the station, Joshua decided to give it to","When Lauren and Joshua got a snack at the station, Benjamin decided to give it to","When Lauren and Joshua got a snack at the station, Lauren decided to give it to",43460,40592,Lauren,Joshua
543,"Then, Amber and David had a long argument, and afterwards David said to","Then, Amber and David had a long argument, and afterwards Angela said to","Then, Amber and David had a long argument, and afterwards Amber said to",47764,6941,Amber,David
521,"Then, Sarah and Sean were thinking about going to the garden. Sean wanted to give a drink to","Then, Sarah and Sean were thinking about going to the garden. Tiffany wanted to give a drink to","Then, Sarah and Sean were thinking about going to the garden. Sarah wanted to give a drink to",21077,26044,Sarah,Sean
168,"Then, Aaron and Steven were thinking about going to the office. Aaron wanted to give a ring to","Then, Aaron and Steven were thinking about going to the office. Eric wanted to give a ring to","Then, Aaron and Steven were thinking about going to the office. Steven wanted to give a ring to",24565,26757,Steven,Aaron
282,"Then, Jennifer and Richard had a lot of fun at the station. Jennifer gave a bone to","Then, Jennifer and Richard had a lot of fun at the station. Justin gave a bone to","Then, Jennifer and Richard had a lot of fun at the station. Richard gave a bone to",12131,30750,Richard,Jennifer
93,"After Kevin and James went to the garden, Kevin gave a necklace to","After Kevin and James went to the garden, Stephen gave a necklace to","After Kevin and James went to the garden, James gave a necklace to",7957,16768,James,Kevin
528,"When Matthew and Travis got a ring at the school, Matthew decided to give it to","When Matthew and Travis got a ring at the school, Elizabeth decided to give it to","When Matthew and Travis got a ring at the school, Travis decided to give it to",41810,19475,Travis,Matthew
100,"Then, Mark and David had a long argument, and afterwards David said to","Then, Mark and David had a long argument, and afterwards Joseph said to","Then, Mark and David had a long argument, and afterwards Mark said to",4488,6941,Mark,David
